web_scraper_order,web_scraper_start_url,name,price,location,img_url
"1765153767-407","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule couple brahman","50 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-couple-brahman-3680687"
"1765153767-408","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussin","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-3679061"
"1765153767-409","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple poules Bantam","80 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poules-bantam-3678837"
"1765153767-410","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","50 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3675341"
"1765153767-411","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahma Perdrix","35 000CFA","Mboro, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-perdrix-3671744"
"1765153767-412","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Cochin femelle frisé","40 000CFA","Mboro, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-femelle-frise-3671735"
"1765153767-413","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon dragon","20 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-dragon-3671452"
"1765153767-414","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3669432"
"1765153767-415","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapereaux","30 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3665205"
"1765153767-416","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Eclosion - 16000 poussins","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/eclosion-16000-poussins-3664153"
"1765153767-417","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3663076"
"1765153767-418","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3659941"
"1765153767-419","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3659931"
"1765153767-420","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon voyageur","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3659922"
"1765153767-421","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3658331"
"1765153767-422","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","15 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3624677"
"1765153767-423","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Oiseaux","80 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oiseaux-3620766"
"1765153767-424","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3610036"
"1765153767-425","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon femelle texan","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-femelle-texan-3606040"
"1765153767-426","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Trio poussins Brahma","20 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-poussins-brahma-3599688"
"1765153767-427","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple poussins brahma","20 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poussins-brahma-3595177"
"1765153767-428","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-3594110"
"1765153767-429","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin","80 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-3589893"
"1765153767-430","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Cochin","90 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-3589888"
"1765153767-431","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Cochin","90 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-cochin-3577024"
"1765153767-432","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3575471"
"1765153767-433","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule  Brahma","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3569532"
"1765153767-434","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahman","50 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-poule-brahman-3556200"
"1765153767-435","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Oeuf poulet Brahma","2 500CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oeuf-poulet-brahma-3556035"
"1765153767-436","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq","30 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-3548688"
"1765153767-437","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule pondeuse","45 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-pondeuse-3546233"
"1765153767-438","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussin brahman","10 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-3546230"
"1765153767-439","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahman","50 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-3546219"
"1765153767-440","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","45 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3544759"
"1765153767-441","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lot de 3 pigeons","25 000CFA","Sipres, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lot-de-3-pigeons-3544488"
"1765153767-442","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle opal rosa","35 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-opal-rosa-3544071"
"1765153767-443","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3543634"
"1765153767-444","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","35 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-3537679"
"1765153767-445","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Lapins","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapins-3536316"
"1765153767-446","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin coucou","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-coucou-3530700"
"1765153767-447","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3530692"
"1765153767-448","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet","25 003 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3529776"
"1765153767-449","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3527552"
"1765153767-450","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle manteau Opale","60 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-manteau-opale-3526942"
"1765153767-451","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins Angoura","15 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angoura-3521996"
"1765153767-452","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3521128"
"1765153767-453","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","40 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3520760"
"1765153767-454","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Bleue Hollandaise","15 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleue-hollandaise-3513806"
"1765153767-455","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Crimpan","75 000CFA","Diamalaye 1, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-crimpan-3505148"
"1765153767-456","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-poule-brahma-3502325"
"1765153767-457","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Jeune mâle Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-male-brahma-3494983"
"1765153767-458","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule cou nue","16 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cou-nue-3473109"
"1765153767-459","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple pigeons cravate","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-cravate-3468974"
"1765153767-460","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3464218"
"1765153767-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3464191"
"1765153767-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","3 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3447997"
"1765153767-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Voyageur","17 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3444824"
"1765153767-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Boulan blanc","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-blanc-3441505"
"1765153767-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule femelle Orpington","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-femelle-orpington-3441502"
"1765153767-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3437255"
"1765153767-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3436083"
"1765155153-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons paons indiens","35 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-paons-indiens-4155195"
"1765155153-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Inde","4 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-inde-4148722"
"1765155153-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","10 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4145983"
"1765155153-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereau géant fauve","25 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-geant-fauve-4134335"
"1765155153-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons texans","15 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texans-4134077"
"1765155153-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon  Paon Indien","55 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-paon-indien-4133025"
"1765155153-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Diamant Mandarin","30 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-diamant-mandarin-4130101"
"1765155153-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","15 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4125350"
"1765155153-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","10 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4123300"
"1765155153-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahman","70 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-4119858"
"1765155153-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon  Mondains","100 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondains-4111710"
"1765155153-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons  voyageurs à manteau","50 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-a-manteau-4111707"
"1765155153-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq  Brahman","43 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-4107161"
"1765155153-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4099353"
"1765155153-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4099352"
"1765155153-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins cou nu","2 500CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cou-nu-4098076"
"1765155153-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin papillon","30 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-papillon-4097932"
"1765155153-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin femelle Angora","20 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-femelle-angora-4088341"
"1765155153-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","15 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4069804"
"1765155153-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin Angora","25 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-4062470"
"1765155153-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin nain tête de lion","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-tete-de-lion-4060697"
"1765155153-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules pondeuses","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-pondeuses-4055238"
"1765155153-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereau Angora","10 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-angora-4054751"
"1765155153-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","20 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4052032"
"1765155153-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Chochin","95 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-chochin-4050293"
"1765155153-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple   Braman Cochin","95 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-braman-cochin-4050206"
"1765155153-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet Braman cochin","950 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-braman-cochin-4050193"
"1765155153-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets de chairs","4 000CFA","Ziguinchor, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chairs-4044027"
"1765155153-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de chair","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-4041126"
"1765155153-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple angoura","30 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-angoura-4036533"
"1765155153-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeons voyageurs","12 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-voyageurs-4034954"
"1765155153-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple voyageur blanc","15 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-voyageur-blanc-4034942"
"1765155153-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Perruches anglaise - couple","50 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-anglaise-couple-4033120"
"1765155153-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Perruche ondulée","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruche-ondulee-4033032"
"1765155153-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Cochin","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4030997"
"1765155153-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq cochin","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4030993"
"1765155153-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","3 500CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4028864"
"1765155153-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets de chair","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4021629"
"1765155153-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple texan","40 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-4021335"
"1765155153-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple mondain","90 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mondain-4021333"
"1765155153-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeons","14 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-4019501"
"1765155153-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","50 000CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4013190"
"1765155153-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","30 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4012180"
"1765155153-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","35 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-4012177"
"1765155153-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","12 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4009110"
"1765155153-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple Brahma","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-4005445"
"1765155153-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon français","25 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-francais-3999035"
"1765155153-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq mal cochain","65 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-mal-cochain-3990507"
"1765155153-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","80 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3989311"
"1765155153-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Mondain","85 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3986519"
"1765155153-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Mâle Brahma","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-brahma-3983729"
"1765155153-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin bleu holande","30 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-bleu-holande-3981130"
"1765155153-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin dinde chair","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-dinde-chair-3981127"
"1765155153-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Pan Indien","30 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-pan-indien-3958692"
"1765155153-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","30 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3956250"
"1765155153-523","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq choie & bramane","50 000CFA","Tambacounda, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-choie-et-bramane-3956033"
"1765155153-524","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Paire Brahma","80 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-brahma-3941235"
"1765155153-525","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","25 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3937288"
